epoch,iso,cpu_pct,load1,mem_total_mib,mem_avail_mib,mem_used_mib,mem_used_pct,swap_used_mib,temp_max_c ,net_br0_rx_mbps,net_br0_tx_mbps,net_br0_total_mbps,net_br0_rx_pps,net_br0_tx_pps,net_br0_rx_errors_s,net_br0_tx_errors_s,net_br0_rx_drops_s,net_br0_tx_drops_s ,net_enp2s0_rx_mbps,net_enp2s0_tx_mbps,net_enp2s0_total_mbps,net_enp2s0_rx_pps,net_enp2s0_tx_pps,net_enp2s0_rx_errors_s,net_enp2s0_tx_errors_s,net_enp2s0_rx_drops_s,net_enp2s0_tx_drops_s ,net_enp1s0_rx_mbps,net_enp1s0_tx_mbps,net_enp1s0_total_mbps,net_enp1s0_rx_pps,net_enp1s0_tx_pps,net_enp1s0_rx_errors_s,net_enp1s0_tx_errors_s,net_enp1s0_rx_drops_s,net_enp1s0_tx_drops_s
1781799495.825939597,2026-06-18T16:18:15+00:00,3.720,0.26,7783.762,7257.023,526.738,6.767,0.000,49.00,0.049848,0.001200,0.051048,86.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030256,0.035864,0.066120,60.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.034264,0.031648,0.065912,30.000000,63.000000,0.000000,0.000000,0.000000,0.000000
1781799497.078517907,2026-06-18T16:18:17+00:00,5.812,0.26,7783.762,7256.785,526.977,6.770,0.000,49.00,0.054800,0.001200,0.056000,94.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030592,0.029880,0.060472,62.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.036080,0.032768,0.068848,34.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799498.462977418,2026-06-18T16:18:18+00:00,7.468,0.24,7783.762,7257.039,526.723,6.767,0.000,48.00,0.066224,0.001200,0.067424,114.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.039632,0.041040,0.080672,77.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.032960,0.034576,0.067536,31.000000,70.000000,0.000000,0.000000,0.000000,0.000000
1781799499.798218261,2026-06-18T16:18:19+00:00,6.616,0.24,7783.762,7257.051,526.711,6.767,0.000,48.00,0.053744,0.001200,0.054944,96.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032752,0.033992,0.066744,65.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.034360,0.032224,0.066584,33.000000,63.000000,0.000000,0.000000,0.000000,0.000000
1781799500.956958717,2026-06-18T16:18:20+00:00,4.762,0.24,7783.762,7256.094,527.668,6.779,0.000,48.00,0.058632,0.001200,0.059832,98.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.035080,0.035984,0.071064,67.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.032440,0.033544,0.065984,30.000000,64.000000,0.000000,0.000000,0.000000,0.000000
1781799502.116065831,2026-06-18T16:18:22+00:00,3.913,0.24,7783.762,7255.371,528.391,6.788,0.000,48.00,0.047336,0.001200,0.048536,84.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030928,0.028064,0.058992,61.000000,26.000000,0.000000,0.000000,0.000000,0.000000,0.035560,0.037928,0.073488,33.000000,71.000000,0.000000,0.000000,0.000000,0.000000
1781799503.436412880,2026-06-18T16:18:23+00:00,6.130,0.30,7783.762,7254.898,528.863,6.794,0.000,49.00,0.085224,0.001200,0.086424,119.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.053272,0.044560,0.097832,78.000000,38.000000,0.000000,0.000000,0.000000,0.000000,0.034144,0.044256,0.078400,28.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799504.597099369,2026-06-18T16:18:24+00:00,3.905,0.30,7783.762,7255.355,528.406,6.789,0.000,49.00,0.047792,0.001200,0.048992,85.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032176,0.031816,0.063992,64.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.032832,0.033712,0.066544,33.000000,69.000000,0.000000,0.000000,0.000000,0.000000
1781799505.963116777,2026-06-18T16:18:25+00:00,7.169,0.30,7783.762,7258.484,525.277,6.748,0.000,49.00,0.063568,0.001200,0.064768,110.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034192,0.037416,0.071608,68.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.034776,0.031648,0.066424,31.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799507.118125896,2026-06-18T16:18:27+00:00,3.704,0.30,7783.762,7260.547,523.215,6.722,0.000,48.00,0.047880,0.001200,0.049080,85.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031712,0.033040,0.064752,64.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.034680,0.032240,0.066920,33.000000,64.000000,0.000000,0.000000,0.000000,0.000000
1781799508.486888012,2026-06-18T16:18:28+00:00,7.339,0.28,7783.762,7261.566,522.195,6.709,0.000,48.00,0.064016,0.001200,0.065216,108.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034672,0.038360,0.073032,67.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.033544,0.031168,0.064712,31.000000,62.000000,0.000000,0.000000,0.000000,0.000000
1781799509.641630017,2026-06-18T16:18:29+00:00,3.930,0.28,7783.762,7261.184,522.578,6.714,0.000,48.00,0.045040,0.001536,0.046576,78.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.026704,0.029176,0.055880,53.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.027640,0.026224,0.053864,26.000000,52.000000,0.000000,0.000000,0.000000,0.000000
1781799510.805933926,2026-06-18T16:18:30+00:00,4.130,0.28,7783.762,7259.273,524.488,6.738,0.000,47.00,0.054304,0.001200,0.055504,100.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.033136,0.032040,0.065176,66.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.032536,0.034096,0.066632,33.000000,68.000000,0.000000,0.000000,0.000000,0.000000
1781799511.952974757,2026-06-18T16:18:31+00:00,3.720,0.28,7783.762,7259.637,524.125,6.734,0.000,48.00,0.056312,0.001200,0.057512,94.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.035584,0.037160,0.072744,70.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.034264,0.032128,0.066392,30.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799513.375397291,2026-06-18T16:18:33+00:00,8.333,0.28,7783.762,7260.145,523.617,6.727,0.000,48.00,0.057048,0.001200,0.058248,98.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.033056,0.035360,0.068416,61.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.038440,0.035072,0.073512,35.000000,64.000000,0.000000,0.000000,0.000000,0.000000
1781799514.549440191,2026-06-18T16:18:34+00:00,4.069,0.34,7783.762,7261.480,522.281,6.710,0.000,48.00,0.054664,0.001200,0.055864,91.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030736,0.034264,0.065000,62.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.030080,0.030160,0.060240,29.000000,60.000000,0.000000,0.000000,0.000000,0.000000
1781799515.867872275,2026-06-18T16:18:35+00:00,6.322,0.34,7783.762,7263.699,520.062,6.681,0.000,49.00,0.062112,0.001200,0.063312,108.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.039664,0.040136,0.079800,78.000000,37.000000,0.000000,0.000000,0.000000,0.000000,0.038416,0.037648,0.076064,35.000000,75.000000,0.000000,0.000000,0.000000,0.000000
1781799517.264696178,2026-06-18T16:18:37+00:00,7.734,0.34,7783.762,7264.293,519.469,6.674,0.000,48.00,0.060928,0.001200,0.062128,105.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034928,0.033552,0.068480,64.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.032736,0.033488,0.066224,33.000000,62.000000,0.000000,0.000000,0.000000,0.000000
1781799518.434546264,2026-06-18T16:18:38+00:00,4.721,0.47,7783.762,7265.270,518.492,6.661,0.000,48.00,0.052640,0.001200,0.053840,90.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032272,0.037880,0.070152,65.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.035520,0.032176,0.067696,31.000000,64.000000,0.000000,0.000000,0.000000,0.000000
1781799519.589206242,2026-06-18T16:18:39+00:00,3.720,0.47,7783.762,7264.301,519.461,6.674,0.000,48.00,0.053248,0.001200,0.054448,86.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.029824,0.028024,0.057848,54.000000,26.000000,0.000000,0.000000,0.000000,0.000000,0.026824,0.027856,0.054680,25.000000,51.000000,0.000000,0.000000,0.000000,0.000000
1781799520.748133749,2026-06-18T16:18:40+00:00,3.704,0.47,7783.762,7263.816,519.945,6.680,0.000,48.00,0.049400,0.001200,0.050600,91.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034192,0.032856,0.067048,68.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.039200,0.039664,0.078864,37.000000,79.000000,0.000000,0.000000,0.000000,0.000000
1781799522.133714668,2026-06-18T16:18:42+00:00,7.609,0.47,7783.762,7263.086,520.676,6.689,0.000,49.00,0.066096,0.001200,0.067296,113.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.038496,0.036640,0.075136,76.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.028416,0.031536,0.059952,27.000000,62.000000,0.000000,0.000000,0.000000,0.000000
1781799523.285542109,2026-06-18T16:18:43+00:00,3.712,0.47,7783.762,7261.637,522.125,6.708,0.000,49.00,0.050776,0.001200,0.051976,90.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031808,0.037280,0.069088,64.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.039840,0.034304,0.074144,36.000000,68.000000,0.000000,0.000000,0.000000,0.000000
1781799524.693837897,2026-06-18T16:18:44+00:00,7.885,0.43,7783.762,7260.582,523.180,6.721,0.000,48.00,0.060040,0.001200,0.061240,101.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031168,0.033824,0.064992,61.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.029640,0.029152,0.058792,30.000000,58.000000,0.000000,0.000000,0.000000,0.000000
1781799525.846659671,2026-06-18T16:18:45+00:00,3.688,0.43,7783.762,7261.281,522.480,6.712,0.000,48.00,0.049968,0.001200,0.051168,88.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032272,0.035576,0.067848,65.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.037640,0.035200,0.072840,34.000000,70.000000,0.000000,0.000000,0.000000,0.000000
1781799527.179704189,2026-06-18T16:18:47+00:00,6.641,0.43,7783.762,7260.949,522.812,6.717,0.000,48.00,0.060600,0.001200,0.061800,104.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034624,0.034440,0.069064,66.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.031840,0.030752,0.062592,32.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799528.475056805,2026-06-18T16:18:48+00:00,7.018,0.40,7783.762,7261.457,522.305,6.710,0.000,48.00,0.063280,0.001200,0.064480,106.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.035264,0.040520,0.075784,70.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.036680,0.032704,0.069384,32.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799529.625149708,2026-06-18T16:18:49+00:00,3.516,0.40,7783.762,7260.555,523.207,6.722,0.000,48.00,0.046256,0.001200,0.047456,82.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.026656,0.029984,0.056640,53.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.028264,0.025120,0.053384,28.000000,50.000000,0.000000,0.000000,0.000000,0.000000
1781799530.793801743,2026-06-18T16:18:50+00:00,4.283,0.40,7783.762,7259.449,524.312,6.736,0.000,48.00,0.048984,0.001200,0.050184,88.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.029248,0.030360,0.059608,58.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.031096,0.030736,0.061832,31.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799531.948600049,2026-06-18T16:18:51+00:00,3.509,0.40,7783.762,7259.539,524.223,6.735,0.000,48.00,0.055464,0.001200,0.056664,96.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.035536,0.035456,0.070992,71.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.035704,0.034576,0.070280,32.000000,69.000000,0.000000,0.000000,0.000000,0.000000
1781799533.254900149,2026-06-18T16:18:53+00:00,6.526,0.40,7783.762,7259.547,524.215,6.735,0.000,48.00,0.077984,0.001200,0.079184,114.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.050776,0.039944,0.090720,72.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.035360,0.047752,0.083112,33.000000,67.000000,0.000000,0.000000,0.000000,0.000000
1781799534.424506638,2026-06-18T16:18:54+00:00,3.863,0.36,7783.762,7259.555,524.207,6.735,0.000,48.00,0.047200,0.001200,0.048400,80.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031264,0.037360,0.068624,62.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.036680,0.031744,0.068424,32.000000,64.000000,0.000000,0.000000,0.000000,0.000000
1781799535.782408923,2026-06-18T16:18:55+00:00,6.865,0.36,7783.762,7258.832,524.930,6.744,0.000,49.00,0.056600,0.001200,0.057800,93.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.028192,0.029360,0.057552,56.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.031976,0.031216,0.063192,31.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799537.070686998,2026-06-18T16:18:57+00:00,6.823,0.36,7783.762,7257.859,525.902,6.756,0.000,49.00,0.064032,0.001200,0.065232,109.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.037696,0.039880,0.077576,74.000000,37.000000,0.000000,0.000000,0.000000,0.000000,0.034344,0.031696,0.066040,31.000000,63.000000,0.000000,0.000000,0.000000,0.000000
1781799538.226480547,2026-06-18T16:18:58+00:00,3.704,0.36,7783.762,7257.402,526.359,6.762,0.000,48.00,0.045384,0.001200,0.046584,78.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030320,0.033040,0.063360,61.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.031840,0.030752,0.062592,32.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799539.552357547,2026-06-18T16:18:59+00:00,6.298,0.50,7783.762,7258.059,525.703,6.754,0.000,48.00,0.063312,0.001200,0.064512,106.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030736,0.037352,0.068088,60.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.036152,0.029248,0.065400,31.000000,58.000000,0.000000,0.000000,0.000000,0.000000
1781799540.707363380,2026-06-18T16:19:00+00:00,3.712,0.50,7783.762,7257.477,526.285,6.761,0.000,48.00,0.047168,0.001200,0.048368,84.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.029680,0.029880,0.059560,59.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.033736,0.032704,0.066440,32.000000,67.000000,0.000000,0.000000,0.000000,0.000000
1781799542.101561391,2026-06-18T16:19:02+00:00,7.581,0.50,7783.762,7255.762,528.000,6.783,0.000,48.00,0.064248,0.001200,0.065448,111.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.036640,0.038840,0.075480,72.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.037560,0.036752,0.074312,37.000000,73.000000,0.000000,0.000000,0.000000,0.000000
1781799543.437382427,2026-06-18T16:19:03+00:00,6.955,0.54,7783.762,7255.492,528.270,6.787,0.000,48.00,0.055584,0.001200,0.056784,96.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.037568,0.040656,0.078224,71.000000,37.000000,0.000000,0.000000,0.000000,0.000000,0.035640,0.033904,0.069544,30.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799544.673993121,2026-06-18T16:19:04+00:00,5.102,0.54,7783.762,7254.727,529.035,6.797,0.000,48.00,0.059304,0.001200,0.060504,99.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031120,0.030264,0.061384,61.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.027904,0.028624,0.056528,27.000000,57.000000,0.000000,0.000000,0.000000,0.000000
1781799545.829118273,2026-06-18T16:19:05+00:00,4.130,0.54,7783.762,7251.469,532.293,6.839,0.000,48.00,0.047728,0.001200,0.048928,80.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030648,0.029320,0.059968,55.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.032184,0.062184,28.000000,58.000000,0.000000,0.000000,0.000000,0.000000
1781799547.003190137,2026-06-18T16:19:07+00:00,4.310,0.54,7783.762,7252.473,531.289,6.826,0.000,48.00,0.059696,0.001200,0.060896,102.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.037368,0.037016,0.074384,72.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.036800,0.035880,0.072680,35.000000,70.000000,0.000000,0.000000,0.000000,0.000000
1781799548.336316886,2026-06-18T16:19:08+00:00,6.981,0.54,7783.762,7252.332,531.430,6.827,0.000,48.00,0.061672,0.001200,0.062872,109.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.038200,0.035904,0.074104,70.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.031840,0.035656,0.067496,32.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799549.485399875,2026-06-18T16:19:09+00:00,3.501,0.57,7783.762,7254.957,528.805,6.794,0.000,48.00,0.056520,0.001200,0.057720,88.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.031648,0.036320,0.067968,63.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.035120,0.031120,0.066240,29.000000,62.000000,0.000000,0.000000,0.000000,0.000000
1781799550.665744852,2026-06-18T16:19:10+00:00,4.060,0.57,7783.762,7263.172,520.590,6.688,0.000,48.00,0.050248,0.001536,0.051784,89.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.029184,0.029440,0.058624,58.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.027904,0.030096,0.058000,27.000000,61.000000,0.000000,0.000000,0.000000,0.000000
1781799552.001146366,2026-06-18T16:19:12+00:00,6.591,0.57,7783.762,7263.188,520.574,6.688,0.000,48.00,0.057280,0.001200,0.058480,100.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.036544,0.035576,0.072120,73.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.038936,0.038424,0.077360,36.000000,73.000000,0.000000,0.000000,0.000000,0.000000
1781799553.343770428,2026-06-18T16:19:13+00:00,6.929,0.57,7783.762,7263.199,520.562,6.688,0.000,48.00,0.061352,0.001200,0.062552,108.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.036520,0.037600,0.074120,69.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.031840,0.031232,0.063072,32.000000,62.000000,0.000000,0.000000,0.000000,0.000000
1781799554.517787103,2026-06-18T16:19:14+00:00,3.871,0.61,7783.762,7261.977,521.785,6.704,0.000,48.00,0.057792,0.001200,0.058992,97.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034144,0.037360,0.071504,69.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.036160,0.033616,0.069776,31.000000,67.000000,0.000000,0.000000,0.000000,0.000000
1781799555.694797389,2026-06-18T16:19:15+00:00,5.117,0.61,7783.762,7262.492,521.270,6.697,0.000,48.00,0.046616,0.001200,0.047816,81.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.026176,0.028064,0.054240,51.000000,26.000000,0.000000,0.000000,0.000000,0.000000,0.026864,0.025648,0.052512,25.000000,51.000000,0.000000,0.000000,0.000000,0.000000
1781799556.968557765,2026-06-18T16:19:16+00:00,6.175,0.61,7783.762,7262.508,521.254,6.697,0.000,48.00,0.055184,0.001200,0.056384,93.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.035560,0.034416,0.069976,67.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.033736,0.035176,0.068912,33.000000,68.000000,0.000000,0.000000,0.000000,0.000000
1781799558.172129230,2026-06-18T16:19:18+00:00,4.593,0.61,7783.762,7262.531,521.230,6.696,0.000,49.00,0.057640,0.001200,0.058840,102.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.038288,0.039792,0.078080,76.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.038592,0.037712,0.076304,38.000000,74.000000,0.000000,0.000000,0.000000,0.000000
1781799559.573830513,2026-06-18T16:19:19+00:00,7.401,0.72,7783.762,7262.531,521.230,6.696,0.000,48.00,0.065096,0.001200,0.066296,110.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032176,0.036840,0.069016,64.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.035120,0.030160,0.065280,29.000000,60.000000,0.000000,0.000000,0.000000,0.000000
1781799560.726878301,2026-06-18T16:19:20+00:00,3.696,0.72,7783.762,7262.547,521.215,6.696,0.000,48.00,0.050784,0.001200,0.051984,88.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.032736,0.029584,0.062320,61.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.030264,0.034752,0.065016,31.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799562.072991569,2026-06-18T16:19:22+00:00,6.929,0.72,7783.762,7261.820,521.941,6.706,0.000,48.00,0.057648,0.001200,0.058848,101.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.036064,0.035576,0.071640,71.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.032496,0.032608,0.065104,30.000000,66.000000,0.000000,0.000000,0.000000,0.000000
1781799563.230701535,2026-06-18T16:19:23+00:00,3.896,0.72,7783.762,7261.109,522.652,6.715,0.000,48.00,0.074592,0.001200,0.075792,105.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.053656,0.039824,0.093480,79.000000,36.000000,0.000000,0.000000,0.000000,0.000000,0.039400,0.053608,0.093008,35.000000,78.000000,0.000000,0.000000,0.000000,0.000000
1781799564.544972501,2026-06-18T16:19:24+00:00,6.923,0.74,7783.762,7258.836,524.926,6.744,0.000,48.00,0.064664,0.001200,0.065864,110.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034240,0.038656,0.072896,68.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.036680,0.032704,0.069384,32.000000,65.000000,0.000000,0.000000,0.000000,0.000000
1781799565.723018508,2026-06-18T16:19:25+00:00,4.292,0.74,7783.762,7260.824,522.938,6.718,0.000,49.00,0.045880,0.001200,0.047080,79.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.025696,0.028064,0.053760,51.000000,26.000000,0.000000,0.000000,0.000000,0.000000,0.026864,0.025648,0.052512,25.000000,51.000000,0.000000,0.000000,0.000000,0.000000
1781799566.880908882,2026-06-18T16:19:26+00:00,3.905,0.74,7783.762,7262.496,521.266,6.697,0.000,48.00,0.046760,0.001200,0.047960,85.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.033088,0.033640,0.066728,65.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.033736,0.033184,0.066920,32.000000,66.000000,0.000000,0.000000,0.000000,0.000000
1781799568.209814314,2026-06-18T16:19:28+00:00,6.818,0.74,7783.762,7263.660,520.102,6.682,0.000,49.00,0.059992,0.001200,0.061192,104.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.033184,0.034304,0.067488,67.000000,33.000000,0.000000,0.000000,0.000000,0.000000,0.035744,0.034688,0.070432,34.000000,70.000000,0.000000,0.000000,0.000000,0.000000
1781799569.361414745,2026-06-18T16:19:29+00:00,3.509,0.68,7783.762,7262.211,521.551,6.700,0.000,49.00,0.055976,0.001200,0.057176,97.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034304,0.037576,0.071880,68.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.036296,0.032224,0.068520,32.000000,63.000000,0.000000,0.000000,0.000000,0.000000
