epoch,iso,cpu_pct,load1,mem_total_mib,mem_avail_mib,mem_used_mib,mem_used_pct,swap_used_mib,temp_max_c ,net_macsec0_rx_mbps,net_macsec0_tx_mbps,net_macsec0_total_mbps,net_macsec0_rx_pps,net_macsec0_tx_pps,net_macsec0_rx_errors_s,net_macsec0_tx_errors_s,net_macsec0_rx_drops_s,net_macsec0_tx_drops_s ,net_enp2s0_rx_mbps,net_enp2s0_tx_mbps,net_enp2s0_total_mbps,net_enp2s0_rx_pps,net_enp2s0_tx_pps,net_enp2s0_rx_errors_s,net_enp2s0_tx_errors_s,net_enp2s0_rx_drops_s,net_enp2s0_tx_drops_s ,net_enp1s0_rx_mbps,net_enp1s0_tx_mbps,net_enp1s0_total_mbps,net_enp1s0_rx_pps,net_enp1s0_tx_pps,net_enp1s0_rx_errors_s,net_enp1s0_tx_errors_s,net_enp1s0_rx_drops_s,net_enp1s0_tx_drops_s
1781801653.458662137,2026-06-18T16:54:13+00:00,4.104,0.39,7783.762,7259.684,524.078,6.733,0.000,48.00,0.006256,0.013320,0.019576,13.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.012960,0.016648,0.029608,20.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.011848,0.012000,0.023848,16.000000,25.000000,0.000000,0.000000,0.000000,0.000000
1781801654.745645292,2026-06-18T16:54:14+00:00,5.686,0.36,7783.762,7260.531,523.230,6.722,0.000,48.00,0.006656,0.010328,0.016984,14.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.013600,0.013656,0.027256,21.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.008392,0.008608,0.017000,9.000000,18.000000,0.000000,0.000000,0.000000,0.000000
1781801656.123001662,2026-06-18T16:54:16+00:00,7.468,0.36,7783.762,7260.387,523.375,6.724,0.000,48.00,0.008176,0.013704,0.021880,17.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.016864,0.017288,0.034152,26.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.013704,0.011552,0.025256,14.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801657.283341121,2026-06-18T16:54:17+00:00,3.471,0.36,7783.762,7260.500,523.262,6.722,0.000,49.00,0.005728,0.010608,0.016336,13.000000,11.000000,0.000000,0.000000,1.000000,0.000000,0.015120,0.014976,0.030096,23.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.011536,0.023696,14.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801658.437097037,2026-06-18T16:54:18+00:00,4.783,0.36,7783.762,7260.121,523.641,6.727,0.000,49.00,0.006256,0.010312,0.016568,12.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.010912,0.012088,0.023000,17.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.008424,0.007184,0.015608,9.000000,15.000000,0.000000,0.000000,0.000000,0.000000
1781801659.590844828,2026-06-18T16:54:19+00:00,3.930,0.33,7783.762,7258.375,525.387,6.750,0.000,48.00,0.008144,0.011256,0.019400,18.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.016944,0.016456,0.033400,26.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.011432,0.012336,0.023768,15.000000,26.000000,0.000000,0.000000,0.000000,0.000000
1781801661.003749157,2026-06-18T16:54:21+00:00,8.021,0.33,7783.762,7258.148,525.613,6.753,0.000,49.00,0.006592,0.011152,0.017744,13.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.015320,0.015000,0.030320,22.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.012184,0.012424,0.024608,11.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801662.164651757,2026-06-18T16:54:22+00:00,3.896,0.33,7783.762,7258.609,525.152,6.747,0.000,49.00,0.006688,0.010832,0.017520,14.000000,10.000000,0.000000,0.000000,1.000000,0.000000,0.013600,0.011512,0.025112,20.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.008952,0.008672,0.017624,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000
1781801663.320244371,2026-06-18T16:54:23+00:00,3.493,0.33,7783.762,7260.031,523.730,6.729,0.000,49.00,0.006784,0.010144,0.016928,14.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.013456,0.013472,0.026928,20.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.011136,0.009616,0.020752,12.000000,20.000000,0.000000,0.000000,0.000000,0.000000
1781801664.633077951,2026-06-18T16:54:24+00:00,6.489,0.30,7783.762,7258.980,524.781,6.742,0.000,48.00,0.007088,0.014392,0.021480,15.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.028440,0.017464,0.045904,27.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.013400,0.024856,0.038256,13.000000,27.000000,0.000000,0.000000,0.000000,0.000000
1781801665.816921427,2026-06-18T16:54:25+00:00,4.246,0.30,7783.762,7259.125,524.637,6.740,0.000,48.00,0.006256,0.009464,0.015720,13.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.017056,0.012280,0.029336,24.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.011856,0.015696,0.027552,14.000000,28.000000,0.000000,0.000000,0.000000,0.000000
1781801667.173383282,2026-06-18T16:54:27+00:00,7.394,0.30,7783.762,7257.395,526.367,6.762,0.000,49.00,0.006688,0.012184,0.018872,14.000000,11.000000,0.000000,0.000000,1.000000,0.000000,0.014576,0.015000,0.029576,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009792,0.008112,0.017904,8.000000,16.000000,0.000000,0.000000,0.000000,0.000000
1781801668.339014378,2026-06-18T16:54:28+00:00,4.121,0.30,7783.762,7254.859,528.902,6.795,0.000,48.00,0.007216,0.010656,0.017872,15.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.012512,0.013472,0.025984,18.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.008672,0.019328,11.000000,18.000000,0.000000,0.000000,0.000000,0.000000
1781801669.499749529,2026-06-18T16:54:29+00:00,3.888,0.28,7783.762,7253.676,530.086,6.810,0.000,49.00,0.006256,0.008952,0.015208,13.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.012464,0.011512,0.023976,19.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.008952,0.009136,0.018088,10.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801670.651354571,2026-06-18T16:54:30+00:00,3.720,0.28,7783.762,7255.148,528.613,6.791,0.000,49.00,0.006656,0.009848,0.016504,14.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.013664,0.012920,0.026584,21.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.009848,0.011040,0.020888,12.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801671.987160463,2026-06-18T16:54:31+00:00,6.591,0.28,7783.762,7254.809,528.953,6.796,0.000,49.00,0.006256,0.008952,0.015208,13.000000,10.000000,0.000000,0.000000,1.000000,0.000000,0.017088,0.015784,0.032872,26.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.012712,0.011552,0.024264,12.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801673.294750961,2026-06-18T16:54:33+00:00,6.166,0.28,7783.762,7253.102,530.660,6.818,0.000,48.00,0.008176,0.013376,0.021552,17.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.016192,0.013472,0.029664,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.012352,0.023008,11.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801674.446831484,2026-06-18T16:54:34+00:00,3.696,0.26,7783.762,7254.098,529.664,6.805,0.000,49.00,0.005728,0.009432,0.015160,12.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.016016,0.014392,0.030408,28.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.011320,0.012912,0.024232,15.000000,27.000000,0.000000,0.000000,0.000000,0.000000
1781801675.837659176,2026-06-18T16:54:35+00:00,7.414,0.26,7783.762,7254.828,528.934,6.795,0.000,49.00,0.008144,0.012360,0.020504,17.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.016864,0.013016,0.029880,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009432,0.012368,0.021800,11.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801677.002227796,2026-06-18T16:54:37+00:00,4.762,0.26,7783.762,7254.848,528.914,6.795,0.000,48.00,0.004768,0.007880,0.012648,10.000000,8.000000,0.000000,0.000000,1.000000,0.000000,0.013856,0.014200,0.028056,21.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.011640,0.010528,0.022168,10.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801678.150707620,2026-06-18T16:54:38+00:00,3.712,0.26,7783.762,7255.242,528.520,6.790,0.000,48.00,0.008176,0.013192,0.021368,17.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.016048,0.012248,0.028296,26.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009432,0.011552,0.020984,11.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801679.377445473,2026-06-18T16:54:39+00:00,4.948,0.24,7783.762,7255.750,528.012,6.784,0.000,48.00,0.007216,0.012160,0.019376,15.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.019552,0.015744,0.035296,28.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.012160,0.015712,0.027872,14.000000,28.000000,0.000000,0.000000,0.000000,0.000000
1781801680.552313299,2026-06-18T16:54:40+00:00,4.069,0.24,7783.762,7256.379,527.383,6.775,0.000,48.00,0.004768,0.008904,0.013672,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.014064,0.012200,0.026264,24.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010840,0.013872,0.024712,14.000000,29.000000,0.000000,0.000000,0.000000,0.000000
1781801681.722290281,2026-06-18T16:54:41+00:00,3.879,0.24,7783.762,7256.652,527.109,6.772,0.000,48.00,0.008144,0.012392,0.020536,17.000000,17.000000,0.000000,0.000000,1.000000,0.000000,0.018952,0.016008,0.034960,28.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.010456,0.011320,0.021776,13.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801683.003863178,2026-06-18T16:54:43+00:00,6.055,0.24,7783.762,7256.840,526.922,6.770,0.000,49.00,0.004768,0.009416,0.014184,10.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.014152,0.016504,0.030656,21.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.013176,0.011256,0.024432,13.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801684.154705220,2026-06-18T16:54:44+00:00,3.282,0.22,7783.762,7255.883,527.879,6.782,0.000,49.00,0.008512,0.012712,0.021224,18.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.016160,0.011512,0.027672,26.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.014056,0.024712,11.000000,28.000000,0.000000,0.000000,0.000000,0.000000
1781801685.469934311,2026-06-18T16:54:45+00:00,6.718,0.22,7783.762,7254.883,528.879,6.795,0.000,48.00,0.007216,0.010656,0.017872,15.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.016104,0.013472,0.029576,24.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.008952,0.010096,0.019048,10.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801686.620433422,2026-06-18T16:54:46+00:00,3.913,0.22,7783.762,7255.383,528.379,6.788,0.000,49.00,0.006656,0.009848,0.016504,14.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.012128,0.012920,0.025048,18.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.010360,0.009072,0.019432,13.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801687.993719984,2026-06-18T16:54:47+00:00,7.339,0.22,7783.762,7255.672,528.090,6.785,0.000,49.00,0.006256,0.010488,0.016744,13.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.015696,0.018088,0.033784,23.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.013736,0.010160,0.023896,14.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801689.145932062,2026-06-18T16:54:49+00:00,3.516,0.20,7783.762,7255.613,528.148,6.785,0.000,49.00,0.006688,0.012184,0.018872,14.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.011624,0.010728,0.022352,17.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.011168,0.011256,0.022424,12.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801690.489416957,2026-06-18T16:54:50+00:00,6.716,0.20,7783.762,7256.434,527.328,6.775,0.000,48.00,0.007216,0.011216,0.018432,15.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.013472,0.014288,0.027760,20.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.007912,0.007184,0.015096,8.000000,15.000000,0.000000,0.000000,0.000000,0.000000
1781801691.647635792,2026-06-18T16:54:51+00:00,3.688,0.20,7783.762,7256.562,527.199,6.773,0.000,48.00,0.008144,0.009896,0.018040,17.000000,12.000000,0.000000,0.000000,1.000000,0.000000,0.018704,0.012968,0.031672,29.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.010408,0.013920,0.024328,13.000000,29.000000,0.000000,0.000000,0.000000,0.000000
1781801692.973325368,2026-06-18T16:54:52+00:00,6.805,0.20,7783.762,7254.523,529.238,6.799,0.000,48.00,0.004768,0.008424,0.013192,10.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.013936,0.015000,0.028936,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.011672,0.010560,0.022232,10.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801694.174936506,2026-06-18T16:54:54+00:00,4.421,0.18,7783.762,7256.527,527.234,6.774,0.000,49.00,0.008176,0.012712,0.020888,17.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.011728,0.011512,0.023240,17.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.009152,0.019808,11.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801695.464868039,2026-06-18T16:54:55+00:00,6.796,0.18,7783.762,7255.629,528.133,6.785,0.000,48.00,0.007216,0.014176,0.021392,15.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.031416,0.017248,0.048664,28.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.012472,0.026136,0.038608,11.000000,25.000000,0.000000,0.000000,0.000000,0.000000
1781801696.637231604,2026-06-18T16:54:56+00:00,3.871,0.18,7783.762,7253.750,530.012,6.809,0.000,48.00,0.006656,0.009368,0.016024,14.000000,11.000000,0.000000,0.000000,1.000000,0.000000,0.016696,0.012184,0.028880,25.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009848,0.012200,0.022048,12.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801697.914579097,2026-06-18T16:54:57+00:00,6.114,0.18,7783.762,7255.422,528.340,6.788,0.000,48.00,0.006256,0.011312,0.017568,13.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.014400,0.014384,0.028784,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.010832,0.011072,0.021904,11.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801699.074171785,2026-06-18T16:54:59+00:00,3.486,0.17,7783.762,7263.871,519.891,6.679,0.000,48.00,0.006256,0.011672,0.017928,13.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.013632,0.014232,0.027864,21.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.011672,0.010048,0.021720,10.000000,21.000000,0.000000,0.000000,0.000000,0.000000
1781801700.414834211,2026-06-18T16:55:00+00:00,7.076,0.17,7783.762,7262.898,520.863,6.692,0.000,49.00,0.007648,0.010656,0.018304,16.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.014432,0.013472,0.027904,22.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.010592,0.021248,11.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801701.589960380,2026-06-18T16:55:01+00:00,3.854,0.17,7783.762,7262.906,520.855,6.692,0.000,49.00,0.006256,0.009464,0.015720,13.000000,11.000000,0.000000,0.000000,1.000000,0.000000,0.019984,0.014504,0.034488,27.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.010920,0.014720,0.025640,14.000000,26.000000,0.000000,0.000000,0.000000,0.000000
1781801702.756908266,2026-06-18T16:55:02+00:00,4.095,0.17,7783.762,7262.918,520.844,6.691,0.000,48.00,0.007088,0.012760,0.019848,15.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.011872,0.015144,0.027016,19.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.011304,0.009056,0.020360,15.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801704.051174472,2026-06-18T16:55:04+00:00,6.602,0.15,7783.762,7262.930,520.832,6.691,0.000,48.00,0.007744,0.013736,0.021480,16.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.015904,0.017320,0.033224,24.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.013736,0.011552,0.025288,14.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801705.214482642,2026-06-18T16:55:05+00:00,4.113,0.15,7783.762,7262.934,520.828,6.691,0.000,48.00,0.005200,0.008424,0.013624,11.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.013904,0.010728,0.024632,19.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.010128,0.012304,0.022432,10.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801706.381774494,2026-06-18T16:55:06+00:00,3.879,0.15,7783.762,7262.207,521.555,6.701,0.000,48.00,0.007216,0.011168,0.018384,15.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.017744,0.014240,0.031984,28.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.009464,0.012032,0.021496,11.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801707.757535250,2026-06-18T16:55:07+00:00,7.509,0.15,7783.762,7256.328,527.434,6.776,0.000,49.00,0.008480,0.011400,0.019880,18.000000,15.000000,0.000000,0.000000,1.000000,0.000000,0.019680,0.015240,0.034920,27.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.011400,0.015552,0.026952,15.000000,28.000000,0.000000,0.000000,0.000000,0.000000
1781801709.134353653,2026-06-18T16:55:09+00:00,7.299,0.14,7783.762,7255.844,527.918,6.782,0.000,48.00,0.006688,0.012184,0.018872,14.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.013152,0.015000,0.028152,20.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.014928,0.011104,0.026032,14.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801710.464359575,2026-06-18T16:55:10+00:00,6.286,0.14,7783.762,7255.117,528.645,6.792,0.000,48.00,0.007216,0.011168,0.018384,15.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.012512,0.014240,0.026752,18.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.008424,0.006656,0.015080,9.000000,14.000000,0.000000,0.000000,0.000000,0.000000
1781801711.613895164,2026-06-18T16:55:11+00:00,3.486,0.14,7783.762,7253.402,530.359,6.814,0.000,49.00,0.008144,0.010920,0.019064,17.000000,14.000000,0.000000,0.000000,1.000000,0.000000,0.016288,0.014504,0.030792,24.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.011400,0.011520,0.022920,15.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801712.988206907,2026-06-18T16:55:12+00:00,8.029,0.14,7783.762,7252.617,531.145,6.824,0.000,48.00,0.004768,0.008392,0.013160,10.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.014648,0.014968,0.029616,22.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.011672,0.011256,0.022928,10.000000,22.000000,0.000000,0.000000,0.000000,0.000000
1781801714.176742882,2026-06-18T16:55:14+00:00,4.440,0.13,7783.762,7253.844,529.918,6.808,0.000,49.00,0.008176,0.012744,0.020920,17.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.013168,0.011544,0.024712,20.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.008984,0.009152,0.018136,10.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801715.390661923,2026-06-18T16:55:15+00:00,4.762,0.13,7783.762,7256.121,527.641,6.779,0.000,49.00,0.007216,0.010656,0.017872,15.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.012976,0.013472,0.026448,19.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.009136,0.019792,11.000000,19.000000,0.000000,0.000000,0.000000,0.000000
1781801716.541462923,2026-06-18T16:55:16+00:00,3.712,0.13,7783.762,7255.781,527.980,6.783,0.000,49.00,0.004768,0.007912,0.012680,10.000000,8.000000,0.000000,0.000000,1.000000,0.000000,0.013088,0.012184,0.025272,19.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009368,0.008592,0.017960,12.000000,20.000000,0.000000,0.000000,0.000000,0.000000
1781801717.945410757,2026-06-18T16:55:17+00:00,7.540,0.13,7783.762,7255.855,527.906,6.782,0.000,48.00,0.008144,0.010888,0.019032,17.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.014904,0.012248,0.027152,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.013192,0.013496,0.026688,12.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801719.255509053,2026-06-18T16:55:19+00:00,6.538,0.12,7783.762,7256.492,527.270,6.774,0.000,49.00,0.007216,0.013376,0.020592,17.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.018832,0.018528,0.037360,28.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.011184,0.011536,0.022720,12.000000,24.000000,0.000000,0.000000,0.000000,0.000000
1781801720.637279012,2026-06-18T16:55:20+00:00,7.286,0.12,7783.762,7255.816,527.945,6.783,0.000,48.00,0.010496,0.011464,0.021960,20.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.017944,0.012968,0.030912,26.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.009896,0.014328,0.024224,12.000000,27.000000,0.000000,0.000000,0.000000,0.000000
1781801721.806437377,2026-06-18T16:55:21+00:00,4.516,0.12,7783.762,7253.438,530.324,6.813,0.000,48.00,0.006256,0.009432,0.015688,13.000000,11.000000,0.000000,0.000000,1.000000,0.000000,0.014336,0.012248,0.026584,22.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.009432,0.011072,0.020504,11.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801723.124504123,2026-06-18T16:55:23+00:00,6.322,0.12,7783.762,7253.828,529.934,6.808,0.000,48.00,0.007248,0.011672,0.018920,15.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.013984,0.014232,0.028216,21.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.011672,0.008688,0.020360,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000
1781801724.304562566,2026-06-18T16:55:24+00:00,4.051,0.11,7783.762,7254.695,529.066,6.797,0.000,48.00,0.007216,0.010144,0.017360,15.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.013952,0.013472,0.027424,21.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.010656,0.011224,0.021880,11.000000,23.000000,0.000000,0.000000,0.000000,0.000000
1781801725.657663749,2026-06-18T16:55:25+00:00,7.076,0.11,7783.762,7255.609,528.152,6.785,0.000,48.00,0.008144,0.013960,0.022104,17.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.035736,0.016776,0.052512,36.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.013448,0.030272,0.043720,13.000000,34.000000,0.000000,0.000000,0.000000,0.000000
1781801726.826583170,2026-06-18T16:55:26+00:00,3.871,0.11,7783.762,7255.406,528.355,6.788,0.000,49.00,0.004768,0.008392,0.013160,10.000000,9.000000,0.000000,0.000000,1.000000,0.000000,0.013056,0.010696,0.023752,22.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.008392,0.010064,0.018456,10.000000,24.000000,0.000000,0.000000,0.000000,0.000000
